Gender(1=Female),Race/Ethnicity1,Race/Ethnicity2,K12_Teacher,College_Psych_Taken,Age,Level_Of_Education,Field_Highest_Degree,IQ_tests_only_measure_how_well_a_person_performs_on_IQ_tests,Nobody_really_knows_how_to_measure_intelligence,Even_though_experts_may_not_agree_on_a_definition_of_intelligence_intelligence_research_can_still_be_trustworthy,A_person_can_be_highly_creative_without_scoring_high_on_an_IQ_test,Some_people_are_just_smarter_than_others,Reducing_a_persons_mental_abilities_to_one_score_is_too_simplistic,IQ_tests_are_also_important_for_measuring_success_in_life_outside_of_school,If_you_are_reading_this_select_2,Intelligence_test_scores_of_people_from_different_cultures_can_be_compared,The_concept_of_intelligence_often_doesnt_make_sense_in_other_cultures,For_most_people_IQ_test_scores_stabilize_in_infancy,Emotional_intelligence_is_more_important_for_success_at_work_than_IQ,The_ability_to_think_logically_is_an_important_aspect_of_intelligence,There_are_many_kinds_of_intelligence_such_as_musical-rhythmic_intelligence_verbal-linguistic_intelligence_and_bodily-kinesthetic_intelligence,A_student_who_earns_high_grades_in_one_school_subject_will_generally_earn_good_grades_in_other_subjects,The_skills_a_person_picks_up_in_their_environment_or_their_culture_are_more_important_than_the_skills_measured_on_an_IQ_test,The_ability_to_identify_patterns_is_an_important_aspect_of_intelligence,Even_if_intelligence_exists_personality_traits_are_more_important_to_life_success_than_intelligence,The_ability_to_think_abstractly_to_solve_problems_is_important_to_intelligence,Street_smarts_is_more_important_for_life_success_than_IQ,The_ability_to_retain_and_use_learned_knowledge_is_an_important_aspect_of_intelligence,Some_people_believe_that_as_adults_age_there_are_notable_declines_in_memory_skill_learning_or_other_abilities_At_what_age_do_you_think_these_declines_become_noticeable_in_most_people,IQ_scores_fluctuate_a_lot_throughout_the_lifespan,Less_intelligent_people_are_more_likely_to_live_in_poverty,Individuals_with_a_higher_IQ_score_are_generally_healthier,If_you_are_reading_this_select_5,With_enough_training_and_work_anyone_could_master_complex_skills_like_calculus_or_advanced_computer_programming,On_average_criminals_are_less_intelligent_than_the_typical_person,High_IQ_individuals_tend_to_be_more_likely_to_become_addicted_to_drugs_or_alcohol,Higher_IQ_individuals_are_faster_to_train_for_a_new_job,When_predicting_life_success_the_childhood_advantages_of_wealth_are_more_important_than_any_individual_trait_including_intelligence_or_personality,People_with_lower_intelligence_are_more_likely_to_die_at_younger_ages,Smarter_people_generally_earn_more_money_than_the_average_population,Concussions_or_other_brain_injuries_can_cause_a_decrease_in_IQ,Intelligence_is_influenced_by_peoples_genes,Because_humans_are_about_99%_alike_in_their_DNA_the_last_1%_of_differences_is_irrelevant,Individuals_with_larger_brains_tend_to_be_smarter,A_trait_that_is_highly_genetically_influenced_cannot_be_changed,Education_is_important_in_determining_an_IQ_score,High_IQ_students_and_low_students_have_different_educational_needs,Using_standardized_tests_to_select_students_for_college_gifted_programs_or_special_education_programs_is_just_a_way_of_keeping_low-income_students_out_of_good_schools/programs,If_you_are_reading_this_select_1,Schools_alone_cannot_eliminate_differences_in_intelligence_among_individuals,Low_IQ_students_tend_to_learn_more_slowly,Students_scoring_with_higher_intelligence_test_scores_tend_to_perform_just_as_well_in_school_as_the_average_student,A_good_teacher_can_equalize_differences_in_school_success,Multivitamin_supplements_during_pregnancy_as_a_treatment_to_raise_the_childs_IQ_score,Talking_to_a_child_in_the_womb_regularly,Growing_up_in_a_wealthy_family,Access_to_medical_care_throughout_childhood_and_adolescence,Breastfeeding_in_infancy,Listening_to_classical_music_eg_Mozart_during_infancy,A_typical_preschool_program_eg_Head_Start,A_high-quality_preschool_program,Regular_use_of_educational_games_in_childhood,Watching_educational_programs_on_TV,Consuming_a_vegetarian_low-fat_diet_in_childhood,Access_to_the_internet_in_the_home,Parents_reading_to_a_child_daily,Move_this_slider_to_3,Music_lessons_in_childhood,Being_popular_with_classmates_as_a_child,An_effective_teacher_every_year_in_elementary_school,Well_funded_schools_with_small_class_sizes,Ensuring_a_person_to_stay_in_school_1_year_longer_eg_increasing_legal_dropout_age_increasing_financial_aid_in_college,Being_married_in_adulthood,Brain_training_games_like_Luminosity_or_LearningRx_for_elderly_people,The_earlier_a_treatment_occurs_the_more_noticeable_the_impact_is,The_earlier_a_treatment_occurs_the_more_permanent_the_effects_are,Members_of_all_racial/ethnic_groups_can_be_found_at_all_intelligence_levels,Women_tend_to_do_better_on_verbal_tasks_eg_writing_a_paper_completing_a_crossword_puzzle_than_men,Men_tend_to_do_better_than_women_on_spatial_tasks_eg_navigating_through_an_unfamiliar_city_assembling_a_childs_toy,On_average_men_and_women_are_equally_intelligent,Differences_in_poverty_and_wealth,Cultural_practices_that_encourage_or_discourage_success_in_school,Current_racism_and_discrimination_in_the_United_States,The_lingering_effects_of_past_racism_and_discrimination_in_the_United_States_eg_slavery_Jim_Crow_laws_segregation_discriminatory_employment_or_immigration_policies,Cultural_bias_in_the_intelligence_tests,Differences_in_home/environmental_influences_eg_greater_number_of_single-parent_families_safer_neighborhoods,Genetic_differences_across_racial_groups,If_you_are_reading_this_select_3,Differences_in_nutritional_quality,Different_ways_that_these_groups_think_and_solve_problems,Tests_lacking_content_that_is_important_to_non-mainstream_groups,Differences_in_comprehending_standard_English,Stereotypes_that_become_self-fulfilling_prophecies_for_ethnic_minority_group_members,Differences_in_the_quality_of_education_in_schools,Differences_in_motivation_to_perform_well_on_a_test,Other_please_specify,Other_please_specify_-_Text,How_likely_do_you_think_it_is_that_these_differences_in_scores_reflect_real_average_group_differences_in_intelligence,Over_the_next_50_years_do_you_think_that_these_average_differences_will_(widen=-1;unchanged=0;narrow1-25=1;narrow26-50=2;mostlyclose>50=3;completelyclose=4),Why_do_you_think_these_score_gaps_will_or_will_not_change_in_this_manner
1,White/European,,1,1,35,Four-year college degree,Biology,4,4,4,5,4,5,1,2,2,3,3,4,4,4,2,4,2,4,4,4,4,66,4,1,1,5,2,1,3,4,4,1,1,4,4,2,2,4,4,4,4,1,4,2,3,4,2,2,10,10,0,0,5,10,11,5,0,6,11,3,4,5,11,11,0,0,3,4,2,5,1,1,5,4,4,4,4,4,4,2,3,4,4,3,4,4,4,4,3,,2,1,I think future generations will start addressing racial bias and that may close the gap some.
1,White/European,,1,1,30,Master's degree,Education ,2,2,3,4,4,4,2,2,2,4,2,4,4,2,4,4,4,3,4,3,4,40,2,4,4,5,4,3,2,4,4,4,4,4,4,2,2,2,3,4,4,1,4,4,4,4,6,1,10,9,3,1,5,7,4,4,1,1,10,3,3,3,9,9,9,2,0,4,5,5,4,4,5,5,5,5,5,5,4,1,3,4,3,4,3,4,5,3,3,N/A,3,1,The United States is pouring a lot of money into its educational system with the goal of increasing graduation rates and through the ACA broadened access to health care; however the republican attack on health care and the resurgence of white nationalism embraced by the president means these attempts to lesson such gaps are at risk.
1,White/European,,1,1,34,Master's degree,Education,5,3,4,5,1,5,1,2,3,3,3,4,5,5,2,3,4,5,5,3,4,60,4,1,3,5,5,3,3,4,4,2,4,5,4,2,2,4,2,3,4,1,4,3,3,5,0,0,10,10,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,4,4,5,3,3,5,4,4,5,5,5,4,1,3,3,4,5,5,5,4,4,3, Not sure,1,1,"I think we have a long way to go and that ""going"" is slow as far as change. There is still a lot of bias and often people are unwilling to confront their own."
1,White/European,,1,1,33,Master's degree,Elementary education,2,2,5,5,5,4,3,2,1,4,2,4,5,5,4,3,4,4,4,2,5,79,5,4,4,5,2,2,2,4,4,3,4,5,4,1,3,2,4,4,1,1,4,4,4,5,5,11,5,11,0,3,3,9,15,10,4,3,16,3,8,2,14,13,13,9,10,4,4,5,4,3,5,5,5,3,1,2,4,3,3,4,4,4,4,3,4,2,3,,4,1,More awareness will hopefully inspire change.
1,White/European,,1,1,32,Master's degree,Education,2,2,4,4,2,3,3,2,3,1,3,2,4,5,2,3,4,3,4,3,4,62,2,3,3,5,4,2,3,3,4,3,3,3,2,1,3,4,3,3,4,1,4,3,3,4,6,4,4,8,6,2,4,6,6,1,0,4,9,3,6,4,8,8,8,3,3,4,4,5,1,1,4,5,4,5,5,5,3,1,3,4,3,4,3,4,4,4,3,None,1,-1,There is little being done in our society to deal with social problems such as systemic racism and education reform.
1,White/European,,1,0,55,Four-year college degree,Elementary Education,5,4,4,5,4,5,2,2,1,3,1,4,4,5,2,4,3,4,4,4,4,75,4,3,3,5,5,1,3,2,2,3,3,3,4,2,3,3,4,4,3,1,5,3,3,4,10,10,6,8,14,15,10,10,10,8,3,9,20,3,15,8,12,15,6,4,6,3,2,1,3,3,1,4,4,4,4,4,4,2,3,4,4,4,4,3,4,5,5,Attitude About tests,4,2,I believe awareness will make a difference in how assessments are developed and administered thus improving testing scores across all dynamics.
1,White/European,,1,1,33,Four-year college degree,Elementary Education ,4,2,4,5,1,3,1,2,4,3,4,2,5,5,2,3,4,2,4,3,4,78,5,1,1,5,4,1,1,4,4,1,1,5,3,2,3,2,4,4,2,1,4,1,5,5,1,1,1,6,1,1,4,1,5,5,3,5,6,3,3,1,5,4,1,1,5,1,1,5,1,1,4,5,5,3,3,4,4,2,3,4,2,2,3,3,5,4,3,,3,-1,I think they will widen as more people have  opportunities for education. 
1,White/European,,1,1,48,Master's degree,Masters in Education:  Instructional Design,4,4,2,5,3,5,2,2,4,2,1,4,4,5,2,3,4,4,3,4,4,74,4,2,2,5,5,1,3,3,4,1,4,4,3,3,1,1,2,4,2,1,5,1,2,4,0,3,14,8,1,0,2,4,4,4,0,6,20,3,5,0,20,18,3,0,0,5,5,5,3,3,5,5,4,4,4,1,5,1,3,4,3,1,1,4,4,4,5,Differences in opportunities,4,2,I think as a society we are getting better at finding ways to close those gaps and provide more opportunities to the underprivileged.   
1,White/European,,1,0,24,Four-year college degree,Elementary Education,4,4,4,3,4,5,4,2,4,3,1,5,4,4,4,5,4,2,5,3,5,68,3,3,3,5,5,2,4,3,4,3,4,3,2,1,3,4,3,4,4,1,5,4,4,3,4,10,3,9,13,4,3,4,12,8,5,10,20,3,10,3,15,15,8,11,2,5,5,5,2,2,5,4,4,4,4,4,4,1,3,3,3,4,2,4,4,4,3,,1,1,I'm hopeful that we will continue to refine the way we measure intelligence but also that we will find solutions for more of the at-risk populations.
1,White/European,,1,1,52,Four-year college degree,elem educ,5,4,2,5,4,4,2,2,2,4,1,4,5,4,2,4,4,5,4,2,4,80,5,2,4,5,5,2,2,3,2,2,4,4,4,2,2,1,4,4,2,1,5,4,4,5,3,3,4,5,5,4,4,5,6,3,2,4,6,3,3,1,6,6,2,4,3,4,4,4,4,4,5,4,4,4,2,4,4,4,3,4,4,4,4,2,4,4,4,age,3,1,As we notice problems in the tests they are corrected
1,White/European,,1,1,36,Four-year college degree,Elementary/early childhood education (bachelor of science),4,4,4,5,4,5,2,2,4,4,1,4,4,5,3,2,4,3,4,2,4,72,4,4,3,5,4,3,3,4,3,3,4,4,2,2,2,2,4,4,2,1,5,3,2,4,8,9,13,11,4,11,8,10,8,6,3,10,20,3,10,5,15,10,2,5,5,4,3,4,2,2,5,4,4,3,2,2,5,2,3,4,4,3,4,3,4,4,4,Popular culture,2,1,More awareness to these issues are coming forwarded however I don't think we'll see the results we want/should get as fast as we'd like. 
1,White/European,,1,0,25,Four-year college degree,History Teaching,4,2,4,4,4,3,2,2,4,4,3,5,4,4,4,5,4,4,4,4,4,65,4,3,3,5,4,2,2,3,2,2,3,4,4,1,2,3,4,4,4,1,4,3,4,4,1,1,2,2,2,2,4,5,5,4,1,4,7,3,7,0,6,6,9,8,9,4,4,4,3,3,4,4,4,5,5,5,5,3,3,2,3,2,4,4,5,4,3,,4,1,Because people are becoming more aware of the differences. We also have more resources to solve these differences. 
1,White/European,,1,1,48,Master's degree,Math,4,4,4,5,4,5,2,2,2,4,1,4,2,5,4,5,4,4,4,5,5,75,2,4,2,5,5,2,3,3,1,1,5,5,4,3,3,4,4,5,2,1,2,4,2,4,2,2,4,4,2,2,6,6,8,6,0,6,10,3,6,4,10,10,4,6,6,5,4,5,2,2,5,4,4,4,4,5,5,2,3,4,3,5,4,3,4,4,3,,2,0,Unless something new is done things will remain as they are
